Date,Expense Category,Amount
2022-12-22,Meals & Entertainment,331.11
2020-06-22,Utilities,384.69
2021-04-26,Rent,934.16
2019-09-15,Utilities,1737.53
2022-02-11,Meals & Entertainment,1177.63
2021-06-02,Rent,1845.91
2019-09-25,Utilities,152.57
2021-08-01,Fuel,278.71
2022-03-20,Office Supplies,1124.07
2020-04-29,Salaries & Benefits,365.58
2020-06-13,Fuel,846.65
2022-06-28,Vehicle Lease,1156.73
2019-03-18,Meals & Entertainment,826.35
2022-07-06,Office Supplies,873.90
2022-06-02,Office Supplies,637.50
2019-06-28,Fuel,1139.87
2022-03-25,Meals & Entertainment,409.33
2020-02-11,Utilities,1373.30
2020-11-25,Utilities,220.97
2019-07-31,Rent,424.90
2019-07-19,Salaries & Benefits,1919.68
2020-07-17,Office Supplies,1300.98
2019-03-02,Office Supplies,1349.78
2019-07-31,Vehicle Lease,832.07
2019-08-18,Utilities,1520.18
2022-11-10,Office Supplies,182.84
2022-05-31,Utilities,1836.23
2020-08-09,Office Supplies,1988.74
2022-01-13,Rent,1626.03
2020-06-12,Salaries & Benefits,100.79
2021-06-04,Utilities,1297.02
2021-12-16,Meals & Entertainment,1395.45
2019-03-08,Office Supplies,215.90
2019-10-18,Office Supplies,439.40
2019-12-14,Rent,1986.11
2020-06-24,Utilities,210.18
2020-04-02,Salaries & Benefits,811.64
2020-07-31,Utilities,756.13
2020-01-12,Fuel,550.61
2020-10-23,Fuel,1266.47
2019-09-20,Meals & Entertainment,705.88
2022-01-08,Rent,1945.38
2022-08-08,Vehicle Lease,1268.18
2019-07-09,Meals & Entertainment,339.56
2021-11-01,Meals & Entertainment,831.06
2019-07-26,Vehicle Lease,502.39
2022-11-13,Meals & Entertainment,1238.92
2020-02-16,Fuel,1322.68
2022-02-14,Fuel,395.32
2021-06-19,Vehicle Lease,1416.56
2021-10-20,Rent,1548.41
2020-12-25,Vehicle Lease,1143.77
2021-11-29,Vehicle Lease,1614.20
2021-08-06,Vehicle Lease,1727.51
2020-11-27,Meals & Entertainment,658.55
2019-06-10,Fuel,778.83
2021-10-10,Utilities,1722.40
2020-11-16,Vehicle Lease,720.98
2021-07-02,Utilities,970.61
2021-01-18,Utilities,1223.97
2019-07-25,Meals & Entertainment,351.23
2020-02-25,Rent,1376.70
2021-04-08,Fuel,1100.57
2019-07-19,Vehicle Lease,213.17
2019-05-07,Salaries & Benefits,520.97
2019-06-14,Office Supplies,1158.63
2019-09-04,Meals & Entertainment,668.27
2020-03-31,Office Supplies,998.35
2021-01-13,Meals & Entertainment,1845.47
2022-09-17,Office Supplies,520.10
2021-08-17,Utilities,1757.82
2021-05-14,Utilities,478.42
2021-12-13,Vehicle Lease,1914.75
2021-04-03,Fuel,1794.70
2020-05-07,Office Supplies,994.53
2021-10-01,Vehicle Lease,1665.50
2022-01-15,Rent,467.64
2019-12-19,Rent,655.92
2021-10-06,Rent,910.01
2020-07-08,Meals & Entertainment,1964.77
2020-03-15,Office Supplies,1722.48
2022-10-28,Utilities,236.56
2021-05-12,Office Supplies,611.81
2019-01-06,Utilities,898.78
2022-09-03,Rent,253.27
2019-08-16,Utilities,220.56
2020-11-01,Vehicle Lease,1821.79
2022-02-22,Fuel,1815.16
2022-06-16,Salaries & Benefits,648.45
2022-11-18,Rent,1400.72
2020-05-15,Office Supplies,1932.76
2020-05-02,Fuel,587.92
2020-04-26,Office Supplies,1296.38
2020-04-15,Salaries & Benefits,665.41
2021-11-28,Office Supplies,1602.06
2022-03-19,Fuel,1785.46
2019-02-21,Fuel,1543.78
2020-08-25,Meals & Entertainment,1852.18
2022-06-04,Meals & Entertainment,189.71
2021-04-01,Utilities,1221.75
2019-03-29,Salaries & Benefits,956.74
2020-07-27,Rent,432.48
2022-12-17,Rent,1251.20
2019-06-26,Salaries & Benefits,1837.70
2021-07-21,Vehicle Lease,1298.11
2019-06-05,Utilities,984.13
2022-04-27,Vehicle Lease,286.20
2022-10-23,Vehicle Lease,1993.29
2019-04-11,Meals & Entertainment,442.71
2022-11-15,Salaries & Benefits,338.81
2020-02-12,Salaries & Benefits,1836.26
2020-03-03,Office Supplies,1591.35
2021-07-05,Office Supplies,1059.77
2020-06-27,Fuel,998.59
2022-03-10,Fuel,1484.07
2022-03-05,Rent,758.18
2021-10-07,Office Supplies,1470.53
2021-12-28,Utilities,642.49
2022-02-21,Meals & Entertainment,410.86
2021-11-13,Office Supplies,723.20
2022-01-24,Utilities,1633.39
2022-12-15,Vehicle Lease,1020.72
2020-02-02,Rent,1147.22
2021-02-10,Fuel,671.61
2021-05-01,Meals & Entertainment,231.87
2019-05-19,Salaries & Benefits,1683.92
2019-01-27,Utilities,442.05
2021-12-06,Salaries & Benefits,789.66
2022-04-06,Fuel,1962.44
2019-10-21,Office Supplies,1146.96
2019-04-08,Utilities,1464.83
2021-07-31,Fuel,1376.17
2021-09-25,Office Supplies,1725.85
2019-12-13,Utilities,851.77
2021-04-23,Fuel,212.05
2020-12-09,Utilities,1503.71
2019-09-05,Meals & Entertainment,555.48
2022-08-15,Meals & Entertainment,753.62
2019-06-03,Office Supplies,1275.58
2022-06-19,Office Supplies,1486.30
2020-07-05,Rent,1783.08
2020-08-17,Utilities,902.48
2019-05-04,Salaries & Benefits,778.77
2021-03-21,Office Supplies,512.46
2019-12-05,Utilities,1905.55
2021-04-03,Meals & Entertainment,206.02
2020-08-02,Rent,1951.95
2020-08-29,Utilities,133.40
2022-09-22,Vehicle Lease,1380.94
2021-11-04,Salaries & Benefits,1309.43
2020-06-14,Rent,1987.36
2021-07-12,Meals & Entertainment,246.17
2020-03-04,Vehicle Lease,853.28
2020-03-14,Salaries & Benefits,362.27
2022-05-29,Salaries & Benefits,1512.10
2019-09-18,Meals & Entertainment,775.88
2019-07-27,Meals & Entertainment,763.11
2019-10-30,Rent,347.64
2021-08-06,Salaries & Benefits,1766.46
2019-06-30,Salaries & Benefits,1939.39
2019-04-19,Utilities,1633.07
2022-11-23,Vehicle Lease,585.72
2021-04-27,Fuel,143.20
2019-02-06,Office Supplies,575.37
2022-08-11,Salaries & Benefits,568.79
2021-08-10,Rent,1144.07
2020-12-31,Office Supplies,500.54
2021-12-02,Vehicle Lease,1047.35
2021-08-06,Utilities,444.02
2020-03-22,Rent,1614.92
2019-03-13,Salaries & Benefits,1968.86
2021-11-07,Rent,181.41
2020-09-02,Fuel,1078.32
2020-11-17,Rent,1806.11
2021-08-05,Rent,474.59
2020-08-05,Vehicle Lease,231.47
2022-07-28,Fuel,184.34
2019-01-22,Salaries & Benefits,1899.62
2021-08-25,Utilities,869.29
2020-09-24,Office Supplies,988.47
2022-05-16,Office Supplies,1444.13
2020-10-17,Office Supplies,1814.76
2021-01-25,Utilities,1047.18
2020-09-19,Meals & Entertainment,1981.65
2021-05-24,Salaries & Benefits,1102.69
2019-11-17,Fuel,927.38
2020-08-28,Utilities,419.80
2021-03-07,Utilities,997.76
2019-10-24,Vehicle Lease,1053.30
2022-04-07,Office Supplies,651.23
2022-06-21,Rent,512.38
2019-03-09,Rent,148.77
2019-05-06,Meals & Entertainment,1755.02
2020-11-22,Utilities,865.23
2020-04-30,Meals & Entertainment,1691.43
2020-05-15,Rent,922.21
2020-05-22,Fuel,189.97
2019-10-03,Meals & Entertainment,608.50
2021-01-21,Rent,1342.53
2020-04-20,Vehicle Lease,1973.84
2020-08-13,Fuel,256.12
2022-10-06,Utilities,170.87
2020-12-11,Meals & Entertainment,152.52
2022-01-11,Salaries & Benefits,1560.23
2019-06-17,Fuel,1939.19
2021-02-06,Vehicle Lease,1005.29
2020-05-30,Salaries & Benefits,1756.62
2020-01-02,Rent,1763.30
2022-07-18,Office Supplies,1868.18
2019-06-14,Meals & Entertainment,749.47
2021-11-11,Vehicle Lease,995.75
2020-03-26,Fuel,416.01
2019-11-11,Meals & Entertainment,885.92
2021-06-29,Office Supplies,403.11
2021-06-04,Fuel,337.38
2022-09-17,Office Supplies,247.79
2021-12-23,Utilities,492.65
2022-02-27,Meals & Entertainment,547.07
2020-03-09,Meals & Entertainment,405.95
2019-10-25,Vehicle Lease,652.52
2019-08-09,Rent,832.23
2020-09-23,Meals & Entertainment,251.13
2022-01-02,Utilities,570.79
2019-09-05,Office Supplies,1792.17
2020-10-01,Office Supplies,1881.25
2020-10-05,Salaries & Benefits,916.05
2020-02-09,Salaries & Benefits,158.03
2019-03-05,Salaries & Benefits,286.24
2021-06-08,Salaries & Benefits,1914.84
2019-05-04,Fuel,1325.59
2019-06-25,Meals & Entertainment,1134.27
2021-02-08,Rent,1891.10
2020-08-27,Fuel,1721.04
2019-03-14,Meals & Entertainment,757.73
2021-10-13,Office Supplies,1975.67
2022-10-20,Rent,504.96
2022-01-08,Office Supplies,1358.45
2021-03-12,Fuel,744.19
2020-06-23,Fuel,352.32
2021-11-15,Utilities,1991.33
2019-02-01,Fuel,1739.09
2021-10-27,Office Supplies,1227.53
2021-09-25,Vehicle Lease,1826.81
2021-08-18,Vehicle Lease,1588.06
2021-09-16,Utilities,310.32
2019-04-26,Meals & Entertainment,333.61
2022-10-17,Vehicle Lease,595.19
2019-11-22,Vehicle Lease,499.51
2019-03-24,Vehicle Lease,1712.03
2020-09-11,Office Supplies,921.61
2021-05-04,Meals & Entertainment,960.70
2019-12-23,Rent,1876.36
2021-02-01,Meals & Entertainment,1551.85
2022-02-27,Office Supplies,738.94
2019-03-29,Salaries & Benefits,249.04
2020-04-08,Office Supplies,1773.82
2019-10-15,Fuel,1898.92
2019-12-25,Meals & Entertainment,1851.30
2019-01-14,Office Supplies,404.55
2020-04-29,Utilities,1543.52
2022-09-12,Vehicle Lease,1602.49
2019-06-02,Office Supplies,1751.08
2019-01-06,Vehicle Lease,210.08
2019-01-02,Meals & Entertainment,780.72
2021-12-05,Rent,659.77
2020-12-26,Utilities,576.31
2019-02-12,Salaries & Benefits,863.58
2020-12-19,Utilities,1873.70
2019-05-30,Utilities,1730.95
2019-07-25,Utilities,1660.47
2019-06-23,Utilities,218.99
2022-12-18,Rent,1538.14
2019-03-31,Fuel,327.08
2021-04-19,Office Supplies,366.99
2020-02-06,Vehicle Lease,1251.34
2021-07-13,Vehicle Lease,832.75
2019-10-17,Meals & Entertainment,1585.61
2020-12-19,Rent,772.81
2020-10-28,Rent,592.45
2021-04-11,Utilities,1475.35
2021-12-21,Utilities,118.26
2020-01-04,Rent,456.71
2021-05-04,Fuel,1262.78
2019-02-17,Meals & Entertainment,295.16
2019-10-28,Office Supplies,1397.76
2020-09-19,Vehicle Lease,984.88
2021-01-15,Meals & Entertainment,374.96
2021-06-30,Office Supplies,412.68
2022-10-02,Office Supplies,420.76
2022-11-26,Office Supplies,506.25
2019-03-04,Fuel,348.61
2020-11-03,Vehicle Lease,1247.03
2021-06-28,Utilities,1358.80
2019-12-19,Utilities,1581.94
2021-07-13,Rent,1627.35
2022-05-14,Vehicle Lease,1063.99
2019-07-29,Vehicle Lease,987.97
2021-05-27,Rent,107.56
2022-01-17,Utilities,163.51
2022-12-18,Salaries & Benefits,1907.23
2020-09-13,Fuel,123.45
2019-10-01,Vehicle Lease,1973.70
2020-07-18,Salaries & Benefits,1139.86
2022-03-28,Meals & Entertainment,1368.20
2020-01-26,Rent,1868.10
2021-05-29,Fuel,461.29
2019-06-20,Fuel,369.30
2021-01-16,Meals & Entertainment,963.95
2020-04-16,Rent,299.17
2021-01-14,Salaries & Benefits,1691.45
2020-04-25,Salaries & Benefits,164.21
2021-10-22,Office Supplies,1164.78
2020-03-27,Fuel,1538.25
2020-02-10,Rent,1726.45
2019-10-23,Salaries & Benefits,1372.21
2019-01-17,Rent,980.82
2020-04-12,Utilities,1210.54
2020-10-31,Fuel,1265.83
2019-04-19,Meals & Entertainment,1363.69
2020-10-18,Office Supplies,1903.83
2019-04-06,Vehicle Lease,741.41
2021-09-11,Fuel,1928.57
2020-05-23,Fuel,1397.68
2019-04-20,Vehicle Lease,1677.25
2020-02-07,Meals & Entertainment,246.62
2019-11-21,Salaries & Benefits,1749.51
2019-09-11,Meals & Entertainment,1239.17
2021-12-06,Office Supplies,414.65
2022-09-05,Salaries & Benefits,400.26
2019-11-17,Fuel,711.97
2022-08-08,Fuel,952.02
2020-02-20,Salaries & Benefits,1378.75
2022-12-19,Utilities,767.98
2019-07-24,Office Supplies,411.67
2020-09-12,Meals & Entertainment,583.88
2019-12-11,Rent,942.52
2022-01-21,Office Supplies,329.94
2022-09-17,Office Supplies,153.42
2021-01-30,Meals & Entertainment,1347.45
2021-01-24,Fuel,267.10
2021-10-20,Meals & Entertainment,825.96
2020-06-19,Office Supplies,730.40
2020-04-16,Rent,281.36
2020-07-15,Vehicle Lease,499.29
2022-01-19,Vehicle Lease,293.24
2019-02-18,Salaries & Benefits,127.00
2022-06-20,Fuel,473.07
2022-12-26,Fuel,1104.65
2021-08-16,Rent,1059.83
2021-03-18,Vehicle Lease,1834.64
2019-05-12,Rent,796.45
2019-07-12,Rent,441.84
2022-06-27,Salaries & Benefits,235.71
2020-02-26,Vehicle Lease,1653.16
2019-09-25,Salaries & Benefits,1688.53
2020-12-28,Rent,1818.07
2022-01-17,Meals & Entertainment,128.07
2021-10-09,Meals & Entertainment,1815.52
2022-07-24,Fuel,1873.65
2020-12-31,Utilities,468.85
2019-01-25,Rent,1594.45
2020-07-26,Fuel,259.25
2019-03-03,Meals & Entertainment,1825.87
2021-03-14,Rent,570.43
2020-03-20,Utilities,1460.81
2022-06-27,Rent,953.71
2019-07-17,Vehicle Lease,280.08
2021-11-24,Meals & Entertainment,796.62
2020-11-20,Salaries & Benefits,1859.17
2019-02-15,Fuel,1817.41
2020-10-21,Utilities,630.49
2019-08-09,Fuel,1650.97
2022-12-05,Vehicle Lease,768.34
2019-05-19,Salaries & Benefits,763.00
2020-08-14,Meals & Entertainment,1604.40
2019-05-28,Rent,107.15
2021-09-29,Salaries & Benefits,1139.50
2022-07-11,Meals & Entertainment,1511.40
2020-06-09,Office Supplies,1859.26
2021-04-21,Office Supplies,652.70
2020-07-21,Utilities,1349.87
2022-07-21,Vehicle Lease,1524.01
2019-04-04,Salaries & Benefits,1750.41
2020-01-16,Rent,1263.96
2019-03-14,Vehicle Lease,1233.22
2019-12-09,Utilities,1479.61
2022-05-22,Fuel,1297.82
2019-05-21,Fuel,216.33
2022-04-29,Salaries & Benefits,103.56
2019-03-04,Salaries & Benefits,1988.12
2020-04-16,Rent,838.15
2021-06-16,Rent,1572.81
2021-01-03,Utilities,1044.00
2020-04-09,Meals & Entertainment,410.61
2022-07-03,Salaries & Benefits,425.63
2020-06-18,Fuel,1529.26
2021-11-01,Rent,1902.76
2020-05-27,Salaries & Benefits,188.89
2019-05-20,Salaries & Benefits,125.94
2019-10-11,Vehicle Lease,353.61
2019-04-07,Meals & Entertainment,1705.41
2021-07-28,Utilities,742.16
2022-10-13,Rent,1299.46
2021-09-09,Fuel,1423.70
2022-05-01,Rent,1954.51
2021-07-02,Utilities,497.15
2022-11-14,Office Supplies,445.24
2020-07-31,Rent,1537.86
2019-11-09,Vehicle Lease,1451.12
2020-08-31,Vehicle Lease,492.03
2020-05-06,Fuel,858.41
2022-06-21,Salaries & Benefits,1875.44
2019-11-01,Utilities,862.07
2021-12-12,Vehicle Lease,1336.03
2020-09-16,Salaries & Benefits,576.70
2019-04-06,Vehicle Lease,432.21
2020-06-06,Vehicle Lease,1084.58
2020-08-06,Office Supplies,601.54
2019-09-08,Utilities,1943.56
2021-11-25,Rent,1443.39
2021-08-11,Fuel,1371.90
2022-11-29,Meals & Entertainment,1268.43
2022-08-02,Utilities,1149.73
2019-11-25,Office Supplies,1984.74
2020-03-20,Office Supplies,1232.09
2019-08-24,Salaries & Benefits,795.67
2020-11-17,Office Supplies,979.66
2020-11-16,Fuel,269.77
2021-11-02,Fuel,113.50
2021-12-10,Vehicle Lease,1595.07
2021-06-09,Utilities,1112.26
2022-07-26,Fuel,383.87
2019-02-08,Rent,238.07
2019-08-05,Vehicle Lease,1969.34
2022-06-18,Salaries & Benefits,1961.46
2019-07-31,Utilities,1309.91
2019-06-17,Utilities,1151.89
2022-12-16,Fuel,375.55
2019-12-19,Meals & Entertainment,1092.98
2020-09-25,Utilities,234.87
2019-02-05,Meals & Entertainment,1320.81
2020-04-23,Utilities,1830.04
2020-05-30,Office Supplies,1643.95
2020-12-06,Utilities,1567.19
2022-11-26,Rent,1281.45
2020-04-16,Utilities,1369.98
2019-05-03,Fuel,1166.44
2021-09-30,Office Supplies,1020.77
2022-05-13,Salaries & Benefits,1269.31
2022-09-19,Office Supplies,388.18
2019-01-03,Meals & Entertainment,1304.13
2019-10-02,Meals & Entertainment,1458.58
2019-02-12,Utilities,1801.15
2019-12-05,Fuel,1314.79
2022-06-13,Rent,1566.17
2022-12-09,Utilities,968.48
2021-06-20,Vehicle Lease,1223.92
2019-08-11,Office Supplies,1179.66
2021-09-27,Meals & Entertainment,1384.52
2019-05-19,Rent,655.41
2020-04-26,Salaries & Benefits,1492.32
2021-04-15,Rent,987.69
2019-05-25,Utilities,542.47
2019-03-23,Rent,574.46
2020-07-15,Rent,165.76
2020-10-06,Vehicle Lease,1380.85
2020-03-14,Meals & Entertainment,162.71
2020-01-25,Fuel,1772.39
2020-12-06,Office Supplies,236.86
2021-03-04,Vehicle Lease,1912.92
2019-08-22,Rent,705.18
2021-03-10,Office Supplies,1791.97
2021-09-28,Office Supplies,1450.12
2020-05-18,Salaries & Benefits,163.95
2019-08-15,Rent,1156.38
2020-10-21,Vehicle Lease,1130.96
2019-03-20,Utilities,1108.98
2020-07-28,Salaries & Benefits,888.56
2021-04-23,Rent,393.02
2020-08-30,Meals & Entertainment,1360.59
2019-03-11,Rent,1296.25
2019-07-25,Fuel,609.89
2022-09-17,Office Supplies,114.66
2022-07-19,Utilities,1708.97
2022-08-17,Utilities,644.10
2019-03-17,Utilities,1245.05
2021-05-02,Utilities,1486.05
2020-07-04,Salaries & Benefits,1162.85
2019-06-11,Fuel,863.89
2021-06-14,Fuel,929.89
2022-01-19,Rent,1008.20
2022-06-16,Fuel,985.92
2022-05-15,Utilities,796.40
2021-04-14,Fuel,220.53
2019-02-07,Office Supplies,303.07
2019-02-22,Office Supplies,1652.00
2020-11-27,Salaries & Benefits,577.40
2020-10-17,Office Supplies,839.50
2019-08-02,Office Supplies,853.71
2020-07-04,Utilities,1029.38
2022-01-31,Rent,1551.32
2020-02-03,Fuel,554.42
2019-08-25,Rent,1381.41
2019-02-16,Fuel,1196.28
2020-06-24,Utilities,1002.22
2020-09-01,Vehicle Lease,1544.12
2019-01-08,Salaries & Benefits,956.13
2021-12-01,Rent,1706.52
2021-01-11,Utilities,288.47
2019-05-25,Meals & Entertainment,225.79
2022-03-01,Rent,1650.07
2020-04-26,Office Supplies,239.46
2021-08-23,Rent,977.21
2021-11-14,Salaries & Benefits,1204.47
2022-11-14,Rent,1765.55
2019-09-28,Fuel,149.27
2020-08-22,Meals & Entertainment,929.54
2021-01-03,Meals & Entertainment,729.53
2022-12-28,Utilities,615.15
2021-07-27,Rent,1651.40
2019-04-08,Fuel,399.94
2022-05-21,Salaries & Benefits,226.51
2022-03-16,Vehicle Lease,1209.14
2021-03-29,Vehicle Lease,1770.37
2020-11-26,Vehicle Lease,557.75
2022-05-08,Meals & Entertainment,506.85
2020-07-30,Utilities,1677.79
2020-06-07,Utilities,747.85
2021-03-24,Office Supplies,1549.67
2021-11-19,Utilities,1940.65
2020-04-17,Rent,224.93
2022-05-02,Office Supplies,279.74
2022-04-07,Fuel,1454.87
2021-05-07,Office Supplies,1750.96
2020-02-12,Rent,573.13
2022-05-31,Rent,1784.78
2022-10-13,Fuel,1524.38
2021-12-05,Rent,1178.80
2019-05-09,Utilities,106.26
2022-10-23,Office Supplies,1095.94
2019-10-04,Meals & Entertainment,1561.95
2021-07-05,Office Supplies,707.11
2021-03-07,Meals & Entertainment,1530.27
2021-08-06,Office Supplies,1733.40
2019-01-18,Office Supplies,799.24
2019-11-11,Vehicle Lease,1466.83
2020-09-25,Salaries & Benefits,1453.51
2022-09-03,Meals & Entertainment,548.12
2019-02-13,Rent,896.15
2020-11-09,Salaries & Benefits,602.98
2019-06-04,Fuel,1464.31
2020-11-27,Vehicle Lease,1637.68
2022-01-02,Vehicle Lease,212.64
2020-03-20,Fuel,848.27
2020-08-29,Utilities,503.50
2022-05-03,Vehicle Lease,781.77
2020-09-16,Meals & Entertainment,1334.82
2022-08-30,Vehicle Lease,783.99
2019-02-05,Vehicle Lease,1002.24
2020-08-17,Vehicle Lease,1428.56
2021-10-27,Salaries & Benefits,1151.56
2022-01-01,Vehicle Lease,663.64
2022-07-19,Office Supplies,707.23
2022-11-27,Utilities,607.00
2020-03-27,Vehicle Lease,1953.53
2019-02-22,Salaries & Benefits,1629.23
2020-12-01,Meals & Entertainment,563.82
2022-04-09,Vehicle Lease,723.31
2019-01-30,Office Supplies,1046.69
2022-07-01,Rent,1409.14
2022-09-04,Fuel,1918.42
2020-11-09,Rent,1260.30
2022-12-28,Rent,1496.71
2022-11-20,Rent,1973.92
2022-03-29,Fuel,1772.88
2020-08-01,Vehicle Lease,301.29
2021-04-27,Meals & Entertainment,1966.37
2021-01-12,Salaries & Benefits,254.56
2021-07-24,Office Supplies,1795.59
2019-05-11,Fuel,1267.11
2019-04-27,Utilities,836.00
2022-07-08,Meals & Entertainment,1765.12
2021-02-18,Vehicle Lease,596.13
2021-11-28,Meals & Entertainment,624.58
2022-06-21,Office Supplies,1946.27
2020-11-02,Office Supplies,154.25
2022-10-19,Vehicle Lease,303.18
2021-11-09,Utilities,884.19
2022-05-21,Meals & Entertainment,1257.49
2022-10-19,Meals & Entertainment,1289.15
2021-12-03,Vehicle Lease,527.81
2019-07-07,Meals & Entertainment,513.86
2019-09-30,Salaries & Benefits,1150.32
2021-02-09,Salaries & Benefits,1586.95
2021-04-02,Vehicle Lease,263.54
2019-08-18,Rent,1765.95
2020-12-26,Fuel,1795.50
2019-10-23,Meals & Entertainment,754.89
2022-01-27,Salaries & Benefits,1701.44
2020-06-09,Office Supplies,862.03
2020-10-13,Salaries & Benefits,1929.93
2022-01-19,Vehicle Lease,1903.32
2020-12-23,Meals & Entertainment,1854.96
2019-08-02,Salaries & Benefits,1947.79
2021-05-19,Office Supplies,1397.27
2019-04-02,Vehicle Lease,324.01
2020-10-20,Utilities,1568.67
2021-09-07,Utilities,1950.82
2019-12-24,Rent,1121.30
2019-10-26,Office Supplies,798.16
2021-01-13,Rent,1293.52
2019-07-02,Fuel,1649.70
2019-04-28,Meals & Entertainment,1618.19
2021-11-21,Office Supplies,281.53
2021-05-20,Fuel,1406.80
2021-01-01,Fuel,1941.97
2020-03-07,Meals & Entertainment,1010.90
2020-08-06,Meals & Entertainment,1144.23
2019-10-26,Utilities,1597.02
2019-06-15,Rent,1616.56
2022-04-24,Rent,659.91
2019-05-22,Office Supplies,1606.46
2020-07-13,Meals & Entertainment,808.27
2019-08-03,Utilities,1146.66
2022-12-21,Salaries & Benefits,1950.22
2019-02-20,Salaries & Benefits,349.75
2019-02-18,Office Supplies,1361.46
2020-09-27,Fuel,858.45
2020-11-07,Fuel,154.36
2019-08-25,Meals & Entertainment,867.85
2019-10-28,Office Supplies,573.08
2022-02-21,Meals & Entertainment,1618.51
2019-02-23,Utilities,989.19
2022-06-27,Vehicle Lease,1575.84
2020-05-26,Office Supplies,1054.87
2022-02-15,Vehicle Lease,1752.69
2020-11-27,Rent,1334.20
2020-02-24,Rent,1844.54
2020-06-10,Vehicle Lease,176.76
2022-11-05,Office Supplies,900.50
2022-07-06,Meals & Entertainment,828.73
2021-05-24,Rent,187.01
2021-02-16,Office Supplies,1912.51
2021-01-19,Utilities,1692.23
2019-12-21,Meals & Entertainment,1614.25
2021-06-29,Office Supplies,1749.44
2021-04-16,Office Supplies,1695.07
2019-06-25,Meals & Entertainment,516.02
2019-06-16,Rent,186.12
2020-10-29,Fuel,1429.49
2021-10-03,Utilities,1300.00
2020-04-09,Meals & Entertainment,520.28
2021-10-28,Office Supplies,343.29
2020-07-23,Meals & Entertainment,1548.60
2021-10-24,Office Supplies,1846.21
2020-10-10,Rent,1090.15
2021-05-17,Vehicle Lease,1552.16
2021-12-07,Meals & Entertainment,1459.02
2021-03-28,Salaries & Benefits,1801.10
2020-01-19,Vehicle Lease,1805.05
2022-09-26,Vehicle Lease,859.90
2020-08-26,Fuel,1689.99
2019-11-01,Fuel,326.09
2021-04-27,Vehicle Lease,1351.27
2019-11-01,Office Supplies,1134.82
2022-05-20,Fuel,984.51
2020-07-20,Utilities,1481.40
2019-03-01,Rent,1197.36
2019-04-07,Rent,1212.23
2022-03-17,Meals & Entertainment,1914.44
2021-12-13,Salaries & Benefits,1968.72
2021-04-07,Fuel,460.33
2021-01-11,Meals & Entertainment,793.63
2021-01-19,Rent,1643.79
2020-05-29,Vehicle Lease,1876.23
2022-08-25,Utilities,1241.96
